"Head","SRD","Count","Comm_freq"
65,3,139,0.0215827338129496
65,4,6,NA
66,-6,3,NA
66,-5,102,NA
66,-4,1576,0.00380710659898477
66,-3,15485,0.0139489828866645
66,-2,91487,0.0372184026145791
66,-1,289845,0.0864496541254808
66,0,428453,0.0918747213813417
66,1,289845,0.108357915437561
66,2,91487,0.0732125875807492
66,3,15485,0.0725863739102357
66,4,1576,0.0552030456852792
66,5,102,0.0490196078431373
66,6,3,NA
67,-6,13,NA
67,-5,245,0.118367346938776
67,-4,2418,0.148056244830438
67,-3,19516,0.136810821889732
67,-2,79510,0.141466482203496
67,-1,328335,0.183535108958838
67,0,640551,0.170729575006518
67,1,328335,0.217741026695296
67,2,79510,0.17929820148409
67,3,19516,0.099713055954089
67,4,2418,0.0959470636889992
67,5,245,0.114285714285714
67,6,13,NA
68,-4,28,NA
68,-3,439,0.0250569476082005
68,-2,2735,0.335648994515539
68,-1,13833,0.744017928142847
68,0,48299,0.525145448145924
68,1,13833,0.861056892937179
68,2,2735,0.448628884826325
68,3,439,0.0136674259681093
68,4,28,NA
69,-6,8,NA
69,-5,329,NA
69,-4,3593,0.00111327581408294
69,-3,18888,0.00508259212198221
69,-2,75114,0.0258673482972548
69,-1,177235,0.0788331875758174
69,0,236435,0.0828388351978345
69,1,177235,0.0951222952577087
69,2,75114,0.0460100647016535
69,3,18888,0.0325074121135112
69,4,3593,0.0105761202337879
69,5,329,0.0151975683890578
69,6,8,NA
70,-5,20,NA
70,-4,628,0.0700636942675159
70,-3,7218,0.201163757273483
70,-2,43069,0.337365622605586
70,-1,169018,0.337336851696269
70,0,270743,0.425185508027908
70,1,169018,0.451886781289567
70,2,43069,0.489029232162344
70,3,7218,0.456497644776947
70,4,628,0.697452229299363
70,5,20,0.55
71,-7,1,NA
71,-6,143,NA
71,-5,1319,NA
71,-4,6616,0.0030229746070133
71,-3,52116,0.0106685087113363
71,-2,347927,0.0251748211550124
71,-1,1372184,0.047497274418008
71,0,2141932,0.0790949479255177
71,1,1372184,0.064190370970657
71,2,347927,0.0436298418921211
71,3,52116,0.0425013431575716
71,4,6616,0.0867593712212817
71,5,1319,0.020470053070508
71,6,143,NA
71,7,1,NA
72,-7,8,NA
72,-6,140,0.0142857142857143
72,-5,967,0.0165460186142709
72,-4,3632,0.0267070484581498
72,-3,8761,0.0940531902750828
72,-2,23707,0.188931539207829
72,-1,55310,0.395353462303381
72,0,80175,0.58702837542875
72,1,55310,0.448309528114265
72,2,23707,0.251486902602607
72,3,8761,0.164935509645018
72,4,3632,0.0473568281938326
72,5,967,0.0062047569803516
72,6,140,NA
72,7,8,NA
73,-6,9,NA
73,-5,397,NA
73,-4,6139,0.0141716892001955
73,-3,43089,0.0260855438743067
73,-2,175212,0.0483129009428578
73,-1,358454,0.134477506179315
73,0,541649,0.173139800867351
73,1,358454,0.142860729689165
73,2,175212,0.060498139396845
73,3,43089,0.0645640418668338
73,4,6139,0.169245805505783
73,5,397,0.536523929471033
73,6,9,NA
74,-9,34,NA
74,-8,843,NA
74,-7,9139,NA
74,-6,61785,0.000275147689568666
74,-5,354395,0.00297972601193583
74,-4,1837118,0.00516569975363586
74,-3,6467979,0.00569281378309978
74,-2,14427522,0.0089388184609942
74,-1,42600213,0.0144527446376853
74,0,118785985,0.0197053802264638
74,1,42600213,0.0153548293291398
74,2,14427522,0.00867501709579788
74,3,6467979,0.00521584872183414
74,4,1837118,0.00951816921939691
74,5,354395,0.0203642827918001
74,6,61785,0.00419195597636967
74,7,9139,0.0216653900864427
74,8,843,NA
74,9,34,NA
75,-3,12,NA
75,-2,328,0.51219512195122
75,-1,2529,1.22736259391064
75,0,6362,0.988682804149638
75,1,2529,1.26650850138395
75,2,328,0.481707317073171
75,3,12,NA
76,-4,36,NA
76,-3,463,0.0496760259179266
76,-2,3253,0.205963725791577
76,-1,7727,0.715801734178853
76,0,10531,0.906941411072073
76,1,7727,0.858547948751132
76,2,3253,0.351060559483554
76,3,463,0.127429805615551
76,4,36,NA
77,-6,6,NA
77,-5,264,0.0189393939393939
77,-4,2768,0.0249277456647399
77,-3,12089,0.049880056249483
77,-2,41033,0.0917554163721882
77,-1,125257,0.136838659715625
77,0,195175,0.118032534904573
77,1,125257,0.150674213816394
77,2,41033,0.104501255087369
77,3,12089,0.0798246339647614
77,4,2768,0.0592485549132948
77,5,264,0.0340909090909091
77,6,6,NA
78,-6,81,0.0123456790123457
78,-5,875,0.0125714285714286
78,-4,8646,0.066851723340273
78,-3,40493,0.072234707233349
78,-2,97696,0.113873648869964
78,-1,163808,0.247875561633131
78,0,204902,0.580360367395145
78,1,163808,0.298941443641336
78,2,97696,0.1448575171962
78,3,40493,0.10162250265478
78,4,8646,0.0847790885958825
78,5,875,0.00571428571428571
78,6,81,0.0123456790123457
79,-6,23,NA
79,-5,1647,0.00303582270795386
79,-4,21703,0.0029489010735843
79,-3,140763,0.0109190625377407
79,-2,649017,0.0264322814348469
79,-1,2041317,0.0496821414802305
79,0,3243124,0.0628872038195271
79,1,2041317,0.0632929623375497
79,2,649017,0.0494624948190879
79,3,140763,0.0720430795024261
79,4,21703,0.136847440446021
79,5,1647,0.00546448087431694
79,6,23,NA
80,-6,74,NA
80,-5,1241,0.016116035455278
80,-4,10005,0.0144927536231884
80,-3,49910,0.0329593267882188
80,-2,135389,0.0873556935940143
80,-1,184475,0.258923973438135
80,0,292541,0.311156384916986
80,1,184475,0.297872340425532
80,2,135389,0.1387040306081
80,3,49910,0.11705069124424
80,4,10005,0.133933033483258
80,5,1241,0.530217566478646
80,6,74,NA
81,-9,116,NA
81,-8,2068,NA
81,-7,22686,0.000176320197478621
81,-6,180206,0.00138730119973808
81,-5,1094793,0.00209628669529308
81,-4,5247639,0.00515546134175769
81,-3,17687462,0.0100438943699215
81,-2,39428260,0.0194863024642732
81,-1,70950233,0.018682602494061
81,0,106628843,0.0415897319639857
81,1,70950233,0.0193020084937565
81,2,39428260,0.0121617844662685
81,3,17687462,0.0100298166011608
81,4,5247639,0.00781322800596612
81,5,1094793,0.00479451366605376
81,6,180206,0.00231956760596207
81,7,22686,0.000573040641805519
81,8,2068,NA
81,9,116,NA
82,-5,20,0.25
82,-4,178,0.269662921348315
82,-3,776,1.33247422680412
82,-2,2748,2.13464337700146
82,-1,5121,2.74926772114821
82,0,7278,2.87991206375378
82,1,5121,2.55907049404413
82,2,2748,2.1433770014556
82,3,776,2.02319587628866
82,4,178,0.848314606741573
82,5,20,2.2
83,-4,1,NA
83,-3,71,0.352112676056338
83,-2,556,0.809352517985611
83,-1,1917,3.04225352112676
83,0,4711,2.39885374655063
83,1,1917,4.10537297861242
83,2,556,2.03956834532374
83,3,71,0.816901408450704
83,4,1,NA
84,-5,172,NA
84,-4,1133,0.12621359223301
84,-3,5197,0.358668462574562
84,-2,23834,0.390031048082571
84,-1,32647,0.90743406744877
84,0,54659,1.38630417680528
84,1,32647,1.0052378472754
84,2,23834,0.544642107913065
84,3,5197,0.458726188185492
84,4,1133,0.40423654015887
84,5,172,0.633720930232558
85,-7,61,NA
85,-6,530,0.0169811320754717
85,-5,4012,0.152293120638086
85,-4,14338,0.185939461570651
85,-3,30499,0.186333978163218
85,-2,46720,0.18794948630137
85,-1,84744,0.338855848201643
85,0,117056,0.904635388190268
85,1,84744,0.380841121495327
85,2,46720,0.202654109589041
85,3,30499,0.170431817436637
85,4,14338,0.134537592411773
85,5,4012,0.0246759720837488
85,6,530,0.0773584905660377
85,7,61,NA
86,-7,383,NA
86,-6,6813,0.000440334654337296
86,-5,38937,0.00942548218917739
86,-4,154586,0.0241871838329474
86,-3,533375,0.0466632294352004
86,-2,950083,0.0922277316823898
86,-1,1475585,0.159389665793567
86,0,1934605,0.237046839018818
86,1,1475585,0.186052989153454
86,2,950083,0.12134729281547
86,3,533375,0.0688183735645653
86,4,154586,0.0589833490743017
86,5,38937,0.0542157844723528
86,6,6813,0.0432995743431675
86,7,383,0.0261096605744125
87,-5,90,NA
87,-4,629,0.0365659777424483
87,-3,2366,0.105663567202029
87,-2,4872,0.432676518883415
87,-1,11624,0.725309704060564
87,0,17482,0.908420089234641
87,1,11624,0.847470750172058
87,2,4872,0.575328407224959
87,3,2366,0.267962806424345
87,4,629,0.308426073131955
87,5,90,0.244444444444444
88,-6,26,NA
88,-5,230,NA
88,-4,1449,0.0358868184955141
88,-3,6215,0.109412711182623
88,-2,19454,0.196514855556698
88,-1,40072,0.367014374126572
88,0,56952,0.479789998595308
88,1,40072,0.452335795567978
88,2,19454,0.327901716870566
88,3,6215,0.275784392598552
88,4,1449,0.322981366459627
88,5,230,0.343478260869565
88,6,26,NA
