"Head","RD","Count","Comm_freq"
72,4,24798,0.534397935317364
72,5,54196,0.110746180529928
72,6,71366,0.0545918224364543
72,7,52748,0.0274323197088041
72,8,26416,0.0426635372501514
72,9,12136,0.0369973632168754
72,10,5628,0.0126154939587775
72,11,1436,0.096100278551532
72,12,46,0.152173913043478
73,0,1307,NA
73,1,2612,19.7519142419602
73,2,13666,4.7023269427777
73,3,31434,0.879207227842464
73,4,124288,0.271144438722966
73,5,259186,0.0672760102783329
73,6,480498,0.0308471627353288
73,7,419612,0.0154142398215494
73,8,269264,0.00441202685839919
73,9,88876,0.00447814933165309
73,10,15346,NA
73,11,2160,NA
74,0,15821,NA
74,1,31640,11.2471554993679
74,2,568862,1.64174615284551
74,3,297012,0.619634896906522
74,4,2285108,0.202079289031416
74,5,1998750,0.095915947467167
74,6,9160150,0.0419994214068546
74,7,13528964,0.0171203796536084
74,8,31451302,0.0104962586286572
74,9,58340240,0.00527215863356077
74,10,94732522,0.00489365204485936
74,11,18523858,0.00339162608566748
74,12,12442720,0.00368536782954209
74,13,6127144,0.00247717370442085
74,14,784036,0.00269502930987863
74,15,15912,0.00138260432378079
75,0,110,NA
75,1,218,17.7018348623853
75,2,1028,4.85019455252918
75,3,3196,0.716833541927409
75,4,5772,0.278932778932779
75,5,1668,0.0941247002398082
75,6,108,0.185185185185185
76,0,183,NA
76,1,364,18.1565934065934
76,2,1592,5.2751256281407
76,3,2814,1.37668798862829
76,4,6466,0.363594184967522
76,5,8968,0.185102586975914
76,6,7916,0.0770591207680647
76,7,4234,0.0245630609352858
76,8,952,0.00420168067226891
77,0,747,NA
77,1,1492,10.7164879356568
77,2,5452,2.50825385179751
77,3,9820,0.859674134419552
77,4,23564,0.313826175521983
77,5,44508,0.116271232138043
77,6,89648,0.072371943601642
77,7,127620,0.0505328318445385
77,8,156600,0.0231417624521073
77,9,91648,0.0166288407821229
77,10,6778,0.0208025966361759
77,11,132,0.121212121212121
78,0,910,NA
78,1,1818,19.1727172717272
78,2,13320,6.78933933933934
78,3,14544,1.34330308030803
78,4,36802,0.576762132492799
78,5,80448,0.208320902943516
78,6,137728,0.122429716542751
78,7,175768,0.0903349870283556
78,8,159038,0.0491643506583332
78,9,118172,0.077818772636496
78,10,69950,0.131036454610436
78,11,19602,0.0205591266197327
79,0,2992,NA
79,1,5982,14.7525911066533
79,2,197172,0.571896618181081
79,3,57218,0.646544793596421
79,4,285306,0.19070401603892
79,5,259120,0.138248687866626
79,6,755312,0.0827909526129599
79,7,1346722,0.051211014596925
79,8,1978738,0.0124149836916257
79,9,2652576,0.00462720012546295
79,10,1364750,0.00144495328814801
79,11,45836,4.36338249410943e-05
79,12,340,NA
80,0,1027,NA
80,1,2052,22.3040935672515
80,2,39476,1.7619313000304
80,3,14304,1.71937919463087
80,4,38756,0.716637423882754
80,5,66058,0.33470586454328
80,6,123760,0.133354880413704
80,7,172028,0.0856779128979003
80,8,262532,0.0312076242134292
80,9,181406,0.0179597146731641
80,10,114848,0.00787127333519086
80,11,35404,0.0116088577561857
80,12,3078,0.0610786224821313
81,0,19387,NA
81,1,38772,16.472557515733
81,2,556800,4.03750359195402
81,3,504004,1.03467631209276
81,4,2419094,0.431653337985213
81,5,3940798,0.112735288639509
81,6,9935342,0.0710499950580465
81,7,16579374,0.0252033641318424
81,8,35871612,0.0125631655471741
81,9,59234826,0.00642485216382675
81,10,88869750,0.00571501551427789
81,11,68997154,0.00586672024182333
81,12,47129732,0.01368620131343
81,13,26318372,0.00849387644494123
81,14,10588906,0.0126552261395087
81,15,3736392,0.00705332845161858
81,16,948804,0.0162667948280151
81,17,160888,0.000571826363681567
81,18,5762,NA
82,0,158,NA
82,1,314,25.1592356687898
82,2,942,10.9649681528662
82,3,1666,4.09363745498199
82,4,3614,2.99059214167128
82,5,4766,1.65065044062107
82,6,5914,1.22100101454177
82,7,4248,1.6120527306968
82,8,2320,1.96206896551724
82,9,840,0.478571428571429
82,10,182,0.0274725274725275
83,0,99,NA
83,1,196,26.3367346938776
83,2,806,6.78908188585608
83,3,1436,3.36699164345404
83,4,2338,2.1377245508982
83,5,2224,1.69559352517986
83,6,2582,0.935321456235476
83,7,120,0.141666666666667
84,0,425,NA
84,1,848,21.5459905660377
84,2,27458,2.0850753878651
84,3,4656,4.49634879725086
84,4,16042,1.42999625981798
84,5,16370,0.909957238851558
84,6,28640,0.550349162011173
84,7,43494,0.289258288499563
84,8,32028,0.0842387910578244
84,9,10664,0.0109714928732183
85,0,692,NA
85,1,1382,15.9052098408104
85,2,14778,6.22025984571661
85,3,7764,1.95620814013395
85,4,21034,0.989873538081202
85,5,40330,0.382866352591123
85,6,70430,0.127119125372711
85,7,98324,0.0537813758594036
85,8,91352,0.0698397407829057
85,9,59010,0.231825114387392
85,10,39140,0.0179100664282064
85,11,31822,0.0315190748538747
85,12,2806,0.00320741268709907
86,0,2873,NA
86,1,5744,11.6389275766017
86,2,125486,1.55199783242752
86,3,42196,1.94930799127879
86,4,118328,1.01304847542424
86,5,304242,0.559265321684711
86,6,653650,0.306628929855427
86,7,860946,0.176760214926372
86,8,1355224,0.0697043440789124
86,9,1650318,0.0331439152939009
86,10,1320394,0.0281037326737322
86,11,1070150,0.029728542727655
86,12,520266,0.0471451142300284
86,13,162964,0.0973282442748092
86,14,61348,0.0571493773228141
87,0,238,NA
87,1,474,15.0126582278481
87,2,1886,4.54772004241782
87,3,2708,1.8076070901034
87,4,6162,1.07481337228173
87,5,7672,0.746741397288843
87,6,11220,0.467647058823529
87,7,7946,0.179838912660458
87,8,8978,0.0625974604588995
87,9,9360,0.00202991452991453
88,0,438,NA
88,1,874,14.649885583524
88,2,4018,3.66102538576406
88,3,6288,1.54309796437659
88,4,12650,0.834940711462451
88,5,18666,0.491321118611379
88,6,30282,0.350208044382802
88,7,42262,0.080852775543041
88,8,43670,0.0494160751087703
88,9,23938,0.0088144372963489
88,10,7542,0.00159108989657916
88,11,1006,NA
88,12,210,NA
