"Head","DRD","Count","Comm_freq"
36,9,3070,0.231596091205212
36,10,80,NA
36,11,36,NA
37,-9,10520,NA
37,-8,29051,0.00234071116312691
37,-7,24765,0.010498687664042
37,-6,16161,0.0407771796299734
37,-5,17941,0.200880664399978
37,-4,5679,0.185596055643599
37,-3,3492,1.16609392898053
37,-2,528,1.46022727272727
37,-1,550,14.1818181818182
37,0,86227,NA
37,1,550,13.9254545454545
37,2,528,2.47916666666667
37,3,3492,1.42353951890034
37,4,5679,0.377002993484768
37,5,17941,0.264255058246475
37,6,16161,0.0475218117690737
37,7,24765,0.0118715929739552
37,8,29051,0.00144573336546074
37,9,10520,NA
38,-15,1525,NA
38,-14,1342,NA
38,-13,112316,0.000400655293991951
38,-12,387329,0.00130380116128666
38,-11,430216,0.00409561708537107
38,-10,208407,0.0115063313612307
38,-9,930598,0.0052589840081324
38,-8,241584,0.0162138221074243
38,-7,1756357,0.00817316752801395
38,-6,265934,0.0114013251408244
38,-5,446551,0.0342088585626278
38,-4,43953,0.0839078106158851
38,-3,121337,0.215350635008283
38,-2,3982,1.07684580612757
38,-1,3988,10.4794383149448
38,0,6001283,NA
38,1,3988,12.8139418254764
38,2,3982,2.90632847815168
38,3,121337,0.264379373150811
38,4,43953,0.229859167747367
38,5,446551,0.047613822385349
38,6,265934,0.0156805824001444
38,7,1756357,0.00854780662473517
38,8,241584,0.020411119941718
38,9,930598,0.00900711155622514
38,10,208407,0.027316740800453
38,11,430216,0.0123705301522956
38,12,387329,0.00488989980094442
38,13,112316,0.00032942768617116
38,14,1342,NA
38,15,1525,NA
39,-13,30,NA
39,-12,900,0.02
39,-11,28123,0.0119475162678235
39,-10,86815,0.00654264815988021
39,-9,220414,0.0255156206048618
39,-8,88779,0.0333299541558251
39,-7,149063,0.0601624816352817
39,-6,43249,0.087585840135032
39,-5,43919,0.229946037022701
39,-4,8900,0.368876404494382
39,-3,9961,1.46109828330489
39,-2,1364,2.48973607038123
39,-1,1370,18.5919708029197
39,0,513867,NA
39,1,1370,23.0620437956204
39,2,1364,4.20087976539589
39,3,9961,1.83897199076398
39,4,8900,0.686629213483146
39,5,43919,0.279605637651131
39,6,43249,0.112811856921547
39,7,149063,0.0588408927768796
39,8,88779,0.0387479020939637
39,9,220414,0.0282649922418721
39,10,86815,0.00810919771928814
39,11,28123,0.00981403121999787
39,12,900,0.0166666666666667
39,13,30,NA
40,-9,396,0.095959595959596
40,-8,657,0.0745814307458143
40,-7,10033,0.119505631416326
40,-6,8799,0.108648710080691
40,-5,16939,0.16222917527599
40,-4,1586,0.554854981084489
40,-3,2161,2.17630726515502
40,-2,339,4.21828908554572
40,-1,347,26.8904899135447
40,0,38590,NA
40,1,347,28.7319884726225
40,2,339,8.6283185840708
40,3,2161,2.7427117075428
40,4,1586,0.788776796973518
40,5,16939,0.162288210638172
40,6,8799,0.0820547789521537
40,7,10033,0.160869131864846
40,8,657,0.135464231354642
40,9,396,0.126262626262626
41,-18,48,NA
41,-17,2702,NA
41,-16,40691,0.00147452753680175
41,-15,115310,0.001933917266499
41,-14,309057,0.00594065172443918
41,-13,315553,0.00507363263857418
41,-12,427476,0.0110509127997829
41,-11,378155,0.0137033755999524
41,-10,324094,0.00810875857004449
41,-9,447134,0.0138057047775387
41,-8,230808,0.0147135281272746
41,-7,281250,0.0250808888888889
41,-6,77921,0.0404640597528266
41,-5,74306,0.15146825290017
41,-4,18339,0.190904629478161
41,-3,26277,0.741865509761388
41,-2,2679,1.78275475923852
41,-1,2689,10.2398661212347
41,0,1087122,NA
41,1,2689,11.8761621420602
41,2,2679,1.89175065322882
41,3,26277,0.854968223160939
41,4,18339,0.244778886525983
41,5,74306,0.180617985088687
41,6,77921,0.0625120314164346
41,7,281250,0.031904
41,8,230808,0.0357656580361166
41,9,447134,0.0351348812660187
41,10,324094,0.0111881120909366
41,11,378155,0.018963123586889
41,12,427476,0.0146908832308714
41,13,315553,0.00772294986896021
41,14,309057,0.0076393674953164
41,15,115310,0.00261902697077443
41,16,40691,0.00132707478312157
41,17,2702,NA
41,18,48,NA
42,-11,5,NA
42,-10,865,0.00346820809248555
42,-9,5700,0.104736842105263
42,-8,4745,0.145205479452055
42,-7,40210,0.142850037304153
42,-6,11946,0.081533567721413
42,-5,18786,0.156712445438092
42,-4,3952,0.19331983805668
42,-3,5094,1.50058892815077
42,-2,525,2.94857142857143
42,-1,533,18.0450281425891
42,0,100434,NA
42,1,533,22.3658536585366
42,2,525,4.01333333333333
42,3,5094,1.79348252846486
42,4,3952,0.22165991902834
42,5,18786,0.17917598211434
42,6,11946,0.131006194542106
42,7,40210,0.151579209151952
42,8,4745,0.179557428872497
42,9,5700,0.207719298245614
42,10,865,0.0127167630057803
42,11,5,NA
43,-9,50098,0.0146313226076889
43,-8,46384,0.0143368402897551
43,-7,429899,0.0263666582150691
43,-6,67231,0.0466005265428151
43,-5,171453,0.09502312587123
43,-4,23040,0.143185763888889
43,-3,25450,1.12290766208251
43,-2,1659,1.47257383966245
43,-1,1668,11.9094724220624
43,0,1151797,NA
43,1,1668,16.4412470023981
43,2,1659,2.53887884267631
43,3,25450,1.07917485265226
43,4,23040,0.198741319444444
43,5,171453,0.126938577919313
43,6,67231,0.0783418363552528
43,7,429899,0.0448105252629106
43,8,46384,0.0230036219385995
43,9,50098,0.0186434588207114
44,-19,966,NA
44,-18,11037,NA
44,-17,60150,3.32502078137988e-05
44,-16,225111,0.000648568928217635
44,-15,620249,0.00283918232838747
44,-14,1044474,0.00525240455961566
44,-13,1133353,0.00620548055195513
44,-12,687966,0.011904658079033
44,-11,789465,0.0099801764486076
44,-10,643424,0.0110813398318993
44,-9,1179151,0.0261382978091865
44,-8,451639,0.0368502277261264
44,-7,542481,0.0717684121655874
44,-6,154789,0.115428098895916
44,-5,161912,0.285871337516676
44,-4,34380,0.311372891215823
44,-3,39807,1.78471123169292
44,-2,4256,3.42058270676692
44,-1,4266,17.7369901547117
44,0,2629537,NA
44,1,4266,23.365682137834
44,2,4256,4.80239661654135
44,3,39807,2.51453261989097
44,4,34380,0.603577661431065
44,5,161912,0.305171945254212
44,6,154789,0.111790889533494
44,7,542481,0.0754054059036169
44,8,451639,0.0448588363715268
44,9,1179151,0.0392663874262075
44,10,643424,0.0157283533097926
44,11,789465,0.0150190318760173
44,12,687966,0.0184587610434237
44,13,1133353,0.0128688943338924
44,14,1044474,0.0117456250706097
44,15,620249,0.00715357864341579
44,16,225111,0.00336278547027911
44,17,60150,0.000631753948462178
44,18,11037,0.000181208661774033
44,19,966,NA
45,-18,36,NA
45,-17,2324,0.0193631669535284
45,-16,22306,0.072626199228907
45,-15,123932,0.028725430074557
45,-14,233097,0.0123811117260196
45,-13,280311,0.0112517881924006
45,-12,260892,0.0153090167578922
45,-11,331440,0.0362961622013034
45,-10,256602,0.0365312819073897
45,-9,1100402,0.0341338892513827
45,-8,531410,0.0721288647183907
45,-7,678181,0.0732075950225678
45,-6,168363,0.0773566638750794
45,-5,251038,0.177184330659103
45,-4,24953,0.20270107802669
45,-3,35277,1.05771465827593
45,-2,3358,1.3856462179869
45,-1,3367,11.4918324918325
45,0,2728846,NA
45,1,3367,13.5209385209385
45,2,3358,1.88951756998213
45,3,35277,1.28970717464637
45,4,24953,0.304893199214523
45,5,251038,0.189178530740366
45,6,168363,0.0859749469895405
45,7,678181,0.0883952809058349
45,8,531410,0.0751886490656932
45,9,1100402,0.0392992742652231
45,10,256602,0.0295087333691865
45,11,331440,0.0340091720975139
45,12,260892,0.0137413182466308
45,13,280311,0.00906136398500237
45,14,233097,0.00804386156835995
45,15,123932,0.020156214698383
45,16,22306,0.0121491975253295
45,17,2324,0.0357142857142857
45,18,36,0.0277777777777778
46,-11,525,NA
46,-10,2635,0.0398481973434535
46,-9,111351,0.0482258803243797
46,-8,56839,0.0684741110856982
46,-7,182607,0.0557536129502155
46,-6,43698,0.037393015698659
46,-5,58525,0.345219991456642
46,-4,8868,0.323297248534055
46,-3,13925,1.16883303411131
46,-2,1216,1.33305921052632
46,-1,1227,14.360228198859
46,0,545152,NA
46,1,1227,18.1532192339038
46,2,1216,2.67105263157895
46,3,13925,1.49077199281867
46,4,8868,0.457713125845737
46,5,58525,0.377257582229816
46,6,43698,0.0577600805528857
46,7,182607,0.0730311543369093
46,8,56839,0.0827072960467285
46,9,111351,0.0861060969367136
46,10,2635,0.0387096774193548
46,11,525,NA
47,-7,302,0.00662251655629139
47,-6,260,0.0846153846153846
47,-5,1420,0.435211267605634
47,-4,520,0.425
47,-3,598,1.5685618729097
47,-2,88,2.28409090909091
47,-1,99,19.979797979798
47,0,3426,NA
47,1,99,21.1313131313131
47,2,88,5.60227272727273
47,3,598,2.12207357859532
47,4,520,0.226923076923077
47,5,1420,0.25
47,6,260,0.0769230769230769
47,7,302,NA
48,-9,30,NA
48,-8,116,0.0172413793103448
48,-7,831,0.0144404332129964
48,-6,639,0.0469483568075117
48,-5,2199,0.334697589813552
48,-4,469,1.15351812366738
48,-3,759,2.75494071146245
48,-2,118,4.23728813559322
48,-1,125,24.96
48,0,5304,NA
48,1,125,29.272
48,2,118,6.59322033898305
48,3,759,2.93280632411067
48,4,469,1.23667377398721
48,5,2199,0.312869486130059
48,6,639,0.0579029733959311
48,7,831,0.00601684717208183
48,8,116,0.0172413793103448
48,9,30,NA
49,-13,1415,NA
49,-12,4085,NA
49,-11,26356,0.00098649263924723
49,-10,34421,0.00386392028122367
49,-9,38971,0.00677426804546971
49,-8,22639,0.0125888952692257
49,-7,92885,0.0441083059697475
49,-6,29967,0.0546267560983749
49,-5,35912,0.222516150590332
49,-4,7624,0.265739769150052
49,-3,7771,1.54510359027152
49,-2,894,2.85346756152125
49,-1,908,15.534140969163
49,0,218585,NA
49,1,908,18.124449339207
49,2,894,5.39038031319911
49,3,7771,1.86822802728092
49,4,7624,0.568599160545645
49,5,35912,0.275952327912675
49,6,29967,0.0638368872426336
49,7,92885,0.0452495020724552
49,8,22639,0.0180219974380494
49,9,38971,0.0102897025993688
49,10,34421,0.00546178205165451
49,11,26356,0.0017832751555623
49,12,4085,0.001468788249694
49,13,1415,NA
50,-11,182,NA
50,-10,1183,0.0101437024513948
50,-9,5814,0.00103199174406605
50,-8,6962,0.00244182706118931
50,-7,41591,0.0165179966819745
50,-6,10601,0.0214130742382794
50,-5,21439,0.121460889034003
50,-4,4643,0.195347835451217
50,-3,4190,1.15393794749403
50,-2,532,3.67105263157895
50,-1,543,26.4990791896869
50,0,100576,NA
50,1,543,31.414364640884
50,2,532,5.35338345864662
50,3,4190,1.45489260143198
50,4,4643,0.272883911264269
50,5,21439,0.150380148327814
50,6,10601,0.0384869351947929
50,7,41591,0.01988410954293
50,8,6962,0.00373455903476013
50,9,5814,0.00378396972824217
50,10,1183,0.0245139475908707
50,11,182,NA
51,-9,3192,0.0253759398496241
51,-8,4456,0.0139138240574506
51,-7,10768,0.0322251114413076
51,-6,4940,0.0356275303643725
51,-5,6741,0.261682242990654
51,-4,1991,0.314414866901055
51,-3,1655,2.01933534743202
51,-2,289,2.80968858131488
51,-1,301,17.9634551495017
51,0,22538,NA
51,1,301,20.9335548172757
51,2,289,3.94117647058824
51,3,1655,2.49063444108761
51,4,1991,0.474635861376193
51,5,6741,0.382880878207981
51,6,4940,0.0461538461538462
51,7,10768,0.0331537890044577
51,8,4456,0.0653052064631957
51,9,3192,0.240601503759398
52,-9,12,NA
52,-8,252,NA
52,-7,1908,0.0524109014675052
52,-6,1071,0.199813258636788
52,-5,2845,0.287873462214411
52,-4,1030,0.490291262135922
52,-3,1131,1.88240495137047
52,-2,144,2.47222222222222
52,-1,156,29.9166666666667
52,0,7551,NA
52,1,156,32.6602564102564
52,2,144,3.80555555555556
52,3,1131,2.13793103448276
52,4,1030,0.620388349514563
52,5,2845,0.34481546572935
52,6,1071,0.226890756302521
52,7,1908,0.105345911949686
52,8,252,0.0119047619047619
52,9,12,NA
53,-15,610,NA
53,-14,2265,NA
53,-13,180898,0.0111001780008624
53,-12,376667,0.0019778743558634
53,-11,1521997,0.00976151726974495
53,-10,1258147,0.0117673054102581
53,-9,2595511,0.0126291123404987
53,-8,764130,0.0171633099079999
53,-7,976782,0.0371761559897705
53,-6,212094,0.067059888539987
53,-5,210852,0.256412080511449
53,-4,35642,0.321081869704281
53,-3,39462,1.45061071410471
53,-2,4693,2.52588962284253
53,-1,4703,17.1224750159473
53,0,5758710,NA
53,1,4703,21.5930257282586
53,2,4693,4.05817174515235
53,3,39462,1.83756525264812
53,4,35642,0.550361932551484
53,5,210852,0.287177736042342
53,6,212094,0.0784934981659076
53,7,976782,0.0451953455325753
53,8,764130,0.0172143483438682
53,9,2595511,0.0124145110538926
53,10,1258147,0.0121217949889798
53,11,1521997,0.01201907756717
53,12,376667,0.00136991029211479
53,13,180898,0.00939203307941492
53,14,2265,0.00132450331125828
53,15,610,NA
54,-17,7663,0.0341902649093044
54,-16,114258,0.0014090917047384
54,-15,489002,0.00289773865955558
54,-14,550677,0.0026621776467875
54,-13,475010,0.00670091155975664
54,-12,403934,0.0192803774874113
54,-11,1031077,0.0268631731674744
54,-10,735585,0.00896701264979574
54,-9,1641087,0.0212548146441962
54,-8,684572,0.0153555798367447
54,-7,759145,0.0321848922142674
54,-6,193524,0.0467487236725161
54,-5,193111,0.260844799105178
54,-4,40420,0.383795150915388
54,-3,37845,2.12041220768926
54,-2,4298,4.30642159143788
54,-1,4309,18.1093061035043
54,0,3845066,NA
54,1,4309,22.9389649570666
54,2,4298,5.51395998138669
54,3,37845,2.46553045316422
54,4,40420,0.49198416625433
54,5,193111,0.352098016166868
54,6,193524,0.0699654823174387
54,7,759145,0.0364897351625842
54,8,684572,0.0179250685099595
54,9,1641087,0.0209154054599177
54,10,735585,0.0187225133737094
54,11,1031077,0.0743998750820743
54,12,403934,0.0321166329152782
54,13,475010,0.00840613881813015
54,14,550677,0.0068679098636769
54,15,489002,0.0163578063075407
54,16,114258,0.00715923611475783
54,17,7663,0.113924050632911
55,-13,168,NA
55,-12,11648,0.0507383241758242
55,-11,47522,0.0965026724464459
55,-10,49730,0.0709833098733159
55,-9,222799,0.0743944093106343
55,-8,84067,0.101383420367088
55,-7,207618,0.0581885963644771
55,-6,52351,0.1066837309698
55,-5,70614,0.198204322089104
55,-4,13321,0.338488101493882
55,-3,13247,1.33751037970861
55,-2,1499,2.98398932621748
55,-1,1507,16.2574651625747
55,0,721882,NA
55,1,1507,20.1645653616457
55,2,1499,5.42628418945964
55,3,13247,1.84268136181777
55,4,13321,0.733653629607387
55,5,70614,0.269875662050018
55,6,52351,0.153349506217646
55,7,207618,0.0670991917849127
55,8,84067,0.0787467139305554
55,9,222799,0.0460774060924869
55,10,49730,0.0514176553388297
55,11,47522,0.0297967257270317
55,12,11648,0.0174278846153846
55,13,168,0.00595238095238095
56,-13,200,NA
56,-12,1930,0.0378238341968912
56,-11,13099,0.0203068936560043
56,-10,22303,0.0123750168138815
56,-9,304163,0.0341987684235098
56,-8,102779,0.0426059798207805
56,-7,317316,0.0545859647795888
56,-6,95107,0.0637913087364758
56,-5,83568,0.189809496457974
56,-4,15229,0.356359577122595
56,-3,13130,1.17060167555217
56,-2,1735,2.7014409221902
56,-1,1749,11.9113779302459
56,0,1117884,NA
56,1,1749,15.1841052029731
56,2,1735,3.93025936599424
56,3,13130,1.57738004569688
56,4,15229,0.504038347888896
56,5,83568,0.214328451081754
56,6,95107,0.0641488008243347
56,7,317316,0.0521183930214676
56,8,102779,0.0419054476108933
56,9,304163,0.030371872976003
56,10,22303,0.0242119894184639
56,11,13099,0.0435147721200092
56,12,1930,0.089119170984456
56,13,200,0.04
57,-15,14503,6.89512514652141e-05
57,-14,83507,0.00125737962087011
57,-13,1563518,0.00169681449142255
57,-12,4147760,0.00335458175014949
57,-11,25592444,0.00262827575201493
57,-10,18604339,0.0028829296219554
57,-9,51315740,0.00584689999598567
57,-8,13194763,0.00809692451467297
57,-7,14274099,0.0211104742933337
57,-6,2525914,0.0291498443731655
57,-5,1613428,0.155977211254546
57,-4,222979,0.299171670874836
57,-3,185723,1.50591472246302
57,-2,19434,3.1760831532366
57,-1,19457,18.6626406948656
57,0,111858548,NA
57,1,19457,24.4958626715321
57,2,19434,5.25223834516826
57,3,185723,2.00393596915837
57,4,222979,0.544495221523103
57,5,1613428,0.216804840377135
57,6,2525914,0.0465981818858441
57,7,14274099,0.0253248909090515
57,8,13194763,0.00907898080473291
57,9,51315740,0.00655214170155203
57,10,18604339,0.0033445961181421
57,11,25592444,0.00292211247976157
57,12,4147760,0.00370392693887784
57,13,1563518,0.00163605407804707
57,14,83507,0.000802327948555211
57,15,14503,6.89512514652141e-05
58,-11,474,NA
58,-10,8190,0.0221001221001221
58,-9,47842,0.0327536474227666
58,-8,19213,0.0195180346640296
58,-7,196639,0.122142606502271
58,-6,41772,0.106051900794791
58,-5,83196,0.250937545074282
58,-4,14924,0.274993299383543
58,-3,12541,1.70632325970816
58,-2,1320,3.33106060606061
58,-1,1328,18.9201807228916
58,0,911363,NA
58,1,1328,23.5768072289157
58,2,1320,5.775
58,3,12541,2.41846742683996
58,4,14924,0.647413562047708
58,5,83196,0.314173758353767
58,6,41772,0.165014842478215
58,7,196639,0.123439399101908
58,8,19213,0.043824493832301
58,9,47842,0.0554324651979432
58,10,8190,0.0274725274725275
58,11,474,NA
59,-11,120,NA
59,-10,1530,NA
59,-9,57260,0.00314355571079287
59,-8,57018,0.00199936862043565
59,-7,245818,0.0339844925920803
59,-6,84773,0.0190862656742123
59,-5,72717,0.165394611988943
59,-4,11726,0.197765648985161
59,-3,14343,0.724674057031304
59,-2,1323,2.10959939531368
59,-1,1330,10.418045112782
59,0,675645,NA
59,1,1330,15.9015037593985
59,2,1323,3.96825396825397
59,3,14343,1.19535661995398
59,4,11726,0.36858263687532
59,5,72717,0.261878240301443
59,6,84773,0.0720040578957923
59,7,245818,0.0847293526104679
59,8,57018,0.00512118979971237
59,9,57260,0.00681103737338456
59,10,1530,NA
59,11,120,NA
60,-9,8058,0.000496401092082403
60,-8,15453,0.0202549666731379
60,-7,102007,0.0674169419745704
60,-6,23478,0.0572024874350456
60,-5,47097,0.241183090218061
60,-4,7445,0.244325050369375
60,-3,7646,1.29806434737117
60,-2,802,2.07356608478803
60,-1,815,13.4552147239264
60,0,240254,NA
60,1,815,19.5803680981595
60,2,802,3.94389027431421
60,3,7646,1.79466387653675
60,4,7445,0.487844190732035
60,5,47097,0.353377072849651
60,6,23478,0.148309055285799
60,7,102007,0.106218200711716
60,8,15453,0.0223257619879635
60,9,8058,0.000124100273020601
61,-13,17753,0.00174618374359263
61,-12,104522,0.000564474464705995
61,-11,1207478,0.00333008137622383
61,-10,1141734,0.00570097763577156
61,-9,6255359,0.00585002395545963
61,-8,2545430,0.00762857356124506
61,-7,3404083,0.0226104945149692
61,-6,656452,0.0657824182118418
61,-5,532589,0.202987669666478
61,-4,81994,0.355538210112935
61,-3,71832,1.32442365519546
61,-2,6785,3.46764922623434
61,-1,6806,15.7920952101087
61,0,14269615,NA
61,1,6806,21.7377314134587
61,2,6785,5.27752394988946
61,3,71832,1.65257823811115
61,4,81994,0.548906017513477
61,5,532589,0.239899810172572
61,6,656452,0.0687940626275798
61,7,3404083,0.0282319790674904
61,8,2545430,0.00773032454241523
61,9,6255359,0.00502625029194966
61,10,1141734,0.0032590778587657
61,11,1207478,0.00249445538552255
61,12,104522,0.000641013375174604
61,13,17753,0.000563285078578269
62,-11,10345,0.00589656839052682
62,-10,45686,0.0114477082694917
62,-9,156511,0.0165739149324968
62,-8,56596,0.0203901335783448
62,-7,160410,0.075238451468113
62,-6,52823,0.0704238683906632
62,-5,47815,0.228401129352714
62,-4,9866,0.338333671194
62,-3,8561,1.61312930732391
62,-2,1276,3.04467084639498
62,-1,1288,19.1467391304348
62,0,559167,NA
62,1,1288,25.3548136645963
62,2,1276,4.44043887147335
62,3,8561,2.08024763462212
62,4,9866,0.528684370565579
62,5,47815,0.288737843772875
62,6,52823,0.0913995797285273
62,7,160410,0.0997942771647653
62,8,56596,0.0235705703583292
62,9,156511,0.0136092670802691
62,10,45686,0.0113163770082739
62,11,10345,0.00473658772353794
63,-11,11823,0.0626744481096169
63,-10,23202,0.0112490302560124
63,-9,148780,0.00692297351794596
63,-8,110991,0.0110909893594976
63,-7,299836,0.0400052028442215
63,-6,69720,0.0828743545611016
63,-5,85480,0.160938231165185
63,-4,12805,0.27130027333073
63,-3,13683,1.05408170722795
63,-2,1485,2.99326599326599
63,-1,1498,18.1255006675567
63,0,688395,NA
63,1,1498,20.9779706275033
63,2,1485,4.3043771043771
63,3,13683,1.20960315720237
63,4,12805,0.368684107770402
63,5,85480,0.203158633598503
63,6,69720,0.0981784279977051
63,7,299836,0.0486565989407543
63,8,110991,0.0297141209647629
63,9,148780,0.00978626159430031
63,10,23202,0.0089647444185846
63,11,11823,0.00270658885223716
64,-11,264,NA
64,-10,3660,0.000819672131147541
64,-9,145235,0.00519847144283403
64,-8,36541,0.00903095153389344
64,-7,166246,0.0615112544061211
64,-6,35585,0.0544330476324294
64,-5,54137,0.200472874374273
64,-4,9094,0.200021992522542
64,-3,10606,0.975768432962474
64,-2,1224,1.8218954248366
64,-1,1230,10.1788617886179
64,0,587717,NA
64,1,1230,12.4138211382114
64,2,1224,2.0343137254902
64,3,10606,1.11314350367716
64,4,9094,0.328678249395206
64,5,54137,0.22640707833829
64,6,35585,0.121062245328088
64,7,166246,0.0654632291904768
64,8,36541,0.013218029063244
64,9,145235,0.00835198127173202
64,10,3660,0.00218579234972678
64,11,264,NA
65,-7,479,0.00208768267223382
65,-6,118,0.0169491525423729
65,-5,1918,0.0610010427528676
65,-4,480,0.139583333333333
65,-3,1332,0.704954954954955
65,-2,142,0.507042253521127
65,-1,147,13.2312925170068
65,0,12672,NA
65,1,147,18.5578231292517
65,2,142,1.12676056338028
65,3,1332,0.777777777777778
65,4,480,0.16875
65,5,1918,0.0672575599582899
65,6,118,0.0338983050847458
65,7,479,0.00626304801670146
66,-11,21,NA
66,-10,639,NA
66,-9,7408,NA
66,-8,12664,0.00221099178774479
66,-7,149891,0.00573750258521192
66,-6,58867,0.00857866036998658
66,-5,127077,0.0455314494361686
66,-4,19815,0.0836235175372193
66,-3,19929,0.408399819358723
66,-2,1081,1.12950971322849
66,-1,1106,9.48282097649186
66,0,428453,NA
66,1,1106,12.0497287522604
66,2,1081,2.6040703052729
66,3,19929,0.551407496612976
66,4,19815,0.163411556901337
66,5,127077,0.0537862870543057
66,6,58867,0.011483513683388
66,7,149891,0.00918000413633907
66,8,12664,0.00442198357548958
66,9,7408,0.00121490280777538
66,10,639,NA
66,11,21,NA
67,-11,78,0.0128205128205128
67,-10,2704,0.113165680473373
67,-9,16822,0.0945190821543217
67,-8,26794,0.0463163394789878
67,-7,218413,0.0432254490346271
67,-6,37037,0.0857250857250857
67,-5,100082,0.1137467276833
67,-4,14198,0.198549091421327
67,-3,11477,1.24161366210682
67,-2,1208,3.36506622516556
67,-1,1224,21.4820261437909
67,0,640551,NA
67,1,1224,28.2271241830065
67,2,1208,5.50745033112583
67,3,11477,1.5872614794807
67,4,14198,0.305042963797718
67,5,100082,0.124238124737715
67,6,37037,0.0841590841590842
67,7,218413,0.0369666640721935
67,8,26794,0.0141076360379189
67,9,16822,0.0113541790512424
67,10,2704,0.00332840236686391
67,11,78,NA
68,-7,3924,0.09072375127421
68,-6,788,0.17258883248731
68,-5,8091,0.183166481275491
68,-4,1697,0.18856806128462
68,-3,1971,2.02790461694571
68,-2,278,1.66187050359712
68,-1,286,15.6223776223776
68,0,48299,NA
68,1,286,18.6118881118881
68,2,278,3.14748201438849
68,3,1971,2.29477422628108
68,4,1697,0.199764289923394
68,5,8091,0.220615498702262
68,6,788,0.016497461928934
68,7,3924,0.0728848114169215
69,-11,88,NA
69,-10,384,NA
69,-9,16847,NA
69,-8,29480,0.00033921302578019
69,-7,114806,0.00452066965141195
69,-6,38875,0.00882315112540193
69,-5,55202,0.0453787906235281
69,-4,9102,0.0687760931663371
69,-3,8623,0.407050910356025
69,-2,874,1.10755148741419
69,-1,886,8.50338600451467
69,0,236435,NA
69,1,886,9.85778781038375
69,2,874,1.87986270022883
69,3,8623,0.574510031311608
69,4,9102,0.0955833882663151
69,5,55202,0.0617187783051339
69,6,38875,0.0244630225080386
69,7,114806,0.00330993153667927
69,8,29480,0.00101763907734057
69,9,16847,0.000178073247462456
69,10,384,NA
69,11,88,NA
70,-9,4780,0.129916317991632
70,-8,6911,0.233251338445956
70,-7,111363,0.0562484846852186
70,-6,26906,0.117074258529696
70,-5,51418,0.278287759150492
70,-4,9055,0.499503036996135
70,-3,7853,2.18222335413218
70,-2,825,6.41090909090909
70,-1,842,23.91567695962
70,0,270743,NA
70,1,842,29.270783847981
70,2,825,9.21818181818182
70,3,7853,2.88144658092449
70,4,9055,0.715626725565986
70,5,51418,0.424326111478471
70,6,26906,0.224039247751431
70,7,111363,0.0917539936962905
70,8,6911,0.200694544928375
70,9,4780,0.0780334728033473
71,-11,52,NA
71,-10,809,NA
71,-9,105703,0.00129608431170355
71,-8,131209,0.00256842137353383
71,-7,959635,0.00575010290370818
71,-6,184338,0.00821859844416236
71,-5,324585,0.0508125760586595
71,-4,35945,0.0804006120461817
71,-3,33258,0.542937037705214
71,-2,2385,1.69266247379455
71,-1,2387,10.6937578550482
71,0,2141932,NA
71,1,2387,16.1629660661919
71,2,2385,3.04318658280922
71,3,33258,0.756389440134704
71,4,35945,0.145973014327445
71,5,324585,0.0629973658671843
71,6,184338,0.0162310538250388
71,7,959635,0.00604188050665097
71,8,131209,0.00188249281680373
71,9,105703,0.00321655960568763
71,10,809,0.0123609394313968
71,11,52,NA
72,-12,16,NA
72,-11,718,0.161559888579387
72,-10,2721,0.00514516721793458
72,-9,6068,0.0477916941331576
72,-8,8096,0.0689229249011858
72,-7,26374,0.0284750132706453
72,-6,11359,0.0750066026938991
72,-5,27098,0.104509557900952
72,-4,4789,0.327416997285446
72,-3,4274,1.65021057557323
72,-2,498,3.18473895582329
72,-1,514,22.6945525291829
72,0,80175,NA
72,1,514,26.5233463035019
72,2,498,5.81726907630522
72,3,4274,2.00444548432382
72,4,4789,0.509083315932345
72,5,27098,0.116982803158905
72,6,11359,0.0501804736332424
72,7,26374,0.0263896261469629
72,8,8096,0.0274209486166008
72,9,6068,0.0262030323005933
72,10,2721,0.00257258360896729
72,11,718,0.0306406685236769
72,12,16,NA
73,-11,1080,NA
73,-10,1413,NA
73,-9,44438,0.00294792744948017
73,-8,97810,0.00162560065432982
73,-7,209806,0.0173064640668046
73,-6,60745,0.0399868301917853
73,-5,129593,0.0652658708417893
73,-4,20112,0.124850835322196
73,-3,15717,0.841318317745117
73,-2,1280,2.69765625
73,-1,1306,18.2886676875957
73,0,541649,NA
73,1,1306,21.2151607963247
73,2,1280,4.07109375
73,3,15717,0.91709613793981
73,4,20112,0.188693317422434
73,5,129593,0.0692861497148766
73,6,60745,0.0412379619721788
73,7,209806,0.0135220155762943
73,8,97810,0.00130865964625294
73,9,44438,0.006008371213826
73,10,1413,NA
73,11,1080,NA
74,-15,7956,0.000879839115133233
74,-14,386999,0.00276744901149615
74,-13,3063572,0.00316884995684776
74,-12,6042637,0.00486939725156418
74,-11,9261929,0.00369879751831395
74,-10,2972353,0.00691943386266705
74,-9,29170120,0.00553203072184823
74,-8,5663853,0.00589086616478217
74,-7,6764482,0.0181409308207191
74,-6,1099729,0.0196066485470511
74,-5,999375,0.0868602876797998
74,-4,145893,0.115797193833837
74,-3,148506,0.553506255639503
74,-2,15804,0.986395849152113
74,-1,15820,9.89285714285714
74,0,118785985,NA
74,1,15820,12.6014538558786
74,2,15804,1.24234371045305
74,3,148506,0.685763538173542
